player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls
B Zuiderent (NED),West Indies,1990-2023,63,62,2,1205,77*,23.62,0,8,10,91.1,16570,60.64,262,1137,70.53,72.81,26,228,0,50,35.52,303,28.33,8.05,15.29,2/26,3293,45,7
Shoaib Khan (OMA),South Africa,1996-2022,59,58,18,1204,105*,25.61,1,8,17,70.81,14254,31.41,324,566,90.19,51.76,25,169,42,95,73.54,359,29.94,7.35,16.66,7/28,978,28,6
SA Durani (IND),India,1981-2021,29,50,27,1202,104,25.04,1,7,12,146.83,10061,20.04,49,1257,96.01,91.21,38,280,21,98,56.3,412,24.05,4.21,22.74,3/36,453,7,4
BT Foakes (ENG),Afghanistan,1992-2023,27,47,10,1200,113*,30.76,2,5,16,67.51,9372,21.18,306,118,72.58,75.93,12,140,18,7,25.57,427,27.56,3.91,55.9,5/32,134,25,3
Wahab Riaz (PAK),England,2020-2022,154,125,8,1200,54*,12.12,0,3,5,110.0,11772,62.4,357,1580,95.31,61.45,19,143,6,76,36.41,127,13.77,8.25,36.9,5/38,2058,19,6
J Da Silva (WI),Australia,2017-2023,33,57,47,1199,100*,24.97,1,5,2,119.28,9817,28.09,422,395,50.84,70.75,19,242,8,22,65.0,529,22.09,6.9,32.97,5/36,2269,17,5
JN Malan (SA),South Africa,1993-2022,34,33,35,1199,177*,38.67,3,5,0,95.11,10962,52.75,235,1817,93.12,95.53,23,22,36,55,30.28,540,44.99,9.77,30.06,4/49,1419,20,2
JWA Taylor (ENG),New Zealand,1985-2024,34,39,16,1199,101,36.33,1,9,3,106.57,9789,30.85,453,1033,81.49,86.62,13,242,48,10,49.34,235,18.81,6.49,38.18,3/30,2313,17,0
Umar Gul (PAK),New Zealand,2004-2024,237,159,1,1199,65*,9.74,0,1,7,73.89,4567,36.04,373,353,86.05,64.06,44,285,29,99,44.25,399,37.22,8.9,40.96,7/34,1015,31,1
MW Tate (ENG),India,1999-2022,39,52,0,1198,100*,25.48,1,5,4,95.75,18208,58.65,314,1059,81.2,94.16,33,53,2,22,21.03,557,49.27,7.9,19.33,7/10,456,20,7
MJ North (AUS),Afghanistan,2019-2021,24,38,38,1197,128,33.25,5,4,13,128.18,14728,23.77,401,389,97.92,94.31,5,134,14,33,80.75,241,36.95,6.9,14.22,1/45,4110,39,0
R Satheesan (ROM),Afghanistan,2017-2024,38,36,12,1197,99*,38.61,0,9,7,137.67,6947,47.1,87,994,56.86,80.38,38,233,12,32,57.57,158,33.95,3.84,56.93,1/50,395,18,7
Mosaddek Hossain (BAN),Australia,1991-2024,80,74,4,1196,75,23.00,0,4,12,103.82,2101,62.26,268,429,57.59,83.18,23,125,8,46,24.51,269,19.9,8.95,51.43,5/10,4949,16,6
PM Siddle (AUS),Bangladesh,2010-2021,89,101,18,1196,51,14.58,0,2,15,88.87,9920,42.33,300,114,64.3,97.89,17,216,18,73,48.23,569,18.91,4.85,44.56,4/40,2145,20,5
JF Mooney (IRE),Australia,1993-2021,91,78,5,1194,96,21.70,0,3,13,118.38,4528,45.95,130,813,95.48,66.64,24,297,23,81,87.57,490,20.07,4.86,36.83,5/41,1309,12,9
MA Holding (WI),England,2004-2021,162,118,37,1192,73,12.28,0,8,7,74.76,8552,56.28,117,131,93.03,82.98,42,288,11,49,52.84,526,14.48,5.67,10.92,6/18,4215,35,7
AF Kippax (AUS),Pakistan,1980-2024,22,34,32,1192,146,36.12,2,8,15,144.1,17901,22.87,44,364,82.85,93.77,0,288,7,25,54.54,12,14.81,7.5,27.92,2/28,2066,28,4
MG Vandort (SL),Pakistan,1996-2022,21,34,34,1192,140,37.25,4,4,18,107.17,4206,33.31,77,1848,51.19,74.04,35,271,19,93,80.78,411,26.22,6.95,53.27,7/20,3655,30,0
JHW Fingleton (AUS),England,2019-2024,18,29,30,1189,136,42.46,5,3,6,102.03,1608,51.31,325,161,74.1,89.14,40,103,5,94,71.22,20,26.29,3.87,55.44,6/20,1835,24,8
RG Mukasa (UGA),Bangladesh,2003-2021,58,56,30,1186,89,23.25,0,5,3,141.25,13732,54.91,94,1990,92.51,65.82,32,245,0,95,38.69,201,25.08,7.15,57.82,7/36,4226,2,0
RAS Lakmal (SL),Sri Lanka,2017-2022,167,163,44,1185,42,10.48,0,0,3,84.32,7978,69.53,266,1669,65.76,54.95,5,196,43,83,71.68,24,29.21,3.04,29.3,1/25,2604,9,5
CP Mead (ENG),India,2014-2022,17,26,22,1185,182*,49.37,4,3,8,67.06,7777,43.65,126,749,75.71,97.9,49,236,35,12,47.66,352,23.04,6.0,51.34,7/50,3556,15,9
AS Joseph (WI),New Zealand,1999-2022,139,109,47,1184,86,13.92,0,2,12,95.35,14150,55.87,98,927,84.0,55.91,47,148,8,16,85.98,8,35.8,4.19,24.94,1/44,4859,26,5
CM Old (ENG),England,2002-2023,78,91,8,1183,65,15.77,0,3,0,110.58,17202,56.98,297,1063,94.13,65.56,31,69,12,14,75.53,542,48.55,8.18,11.35,1/37,386,3,1
RV Uthappa (IND),Bangladesh,2011-2021,59,54,39,1183,86,25.71,0,7,8,119.22,9157,50.06,442,1244,93.5,82.34,3,116,35,57,29.31,375,31.73,9.36,46.71,3/42,2892,1,2
Zubaidi Zulkifle (MAS),Sri Lanka,2016-2024,60,59,4,1183,96,21.12,0,4,10,81.82,6139,59.3,349,1266,62.23,79.64,7,72,35,4,65.46,284,12.62,6.47,44.93,3/27,1117,46,5
GS Ramchand (IND),South Africa,1981-2023,33,53,18,1180,109,24.58,2,5,15,88.48,3498,46.05,135,1033,87.19,50.67,42,241,33,81,70.72,501,37.92,4.54,50.77,7/49,2944,14,5
Mohammad Amir (PAK),New Zealand,1982-2021,159,114,44,1179,73*,13.87,0,2,3,146.83,4733,29.96,254,1958,55.31,88.48,14,169,3,34,88.65,516,14.25,9.02,36.52,1/16,679,4,4
JP Inglis (AUS),South Africa,1982-2024,50,47,12,1175,110,28.65,2,3,13,106.71,8013,67.97,459,426,81.57,98.2,4,234,41,14,56.35,180,22.23,6.38,41.79,3/38,4552,7,8
Mohammad Mithun (BAN),Pakistan,2016-2023,61,61,13,1174,73*,20.96,0,8,14,100.52,18058,64.73,489,870,81.34,72.16,10,215,22,8,31.22,43,10.57,3.07,48.17,1/32,4279,43,5
MTG Elliott (AUS),England,2002-2024,22,37,24,1173,199,32.58,3,4,4,77.9,4057,30.04,224,52,72.15,88.42,3,78,8,17,44.74,255,20.1,6.84,23.22,3/34,516,39,3
VS Solanki (ENG),Afghanistan,1987-2022,54,49,14,1173,106,26.65,2,5,2,68.23,12328,27.72,478,354,55.08,60.62,38,92,39,8,25.87,10,14.83,7.5,25.73,5/30,995,13,6
Rev.DS Sheppard (ENG),New Zealand,2019-2024,22,33,16,1172,119,37.80,3,6,5,117.41,14655,66.45,474,725,68.4,70.68,48,245,4,24,66.37,169,18.44,9.84,28.88,5/47,1066,34,8
B Kumar (IND),England,1988-2022,229,105,30,1171,63*,16.26,0,4,7,88.99,11510,67.03,286,1219,80.49,69.76,20,268,46,59,86.95,268,16.94,6.29,34.29,5/45,3127,8,6
Javed Ahmadi (AFG),India,1995-2024,53,52,26,1168,81,22.46,0,8,19,91.12,2334,65.84,384,1537,83.76,93.33,23,222,33,42,67.71,487,27.31,9.89,22.73,5/32,3243,45,8
Rizwan Cheema (CAN),Afghanistan,2006-2023,57,56,39,1153,94,21.75,0,8,18,107.42,4339,62.63,102,955,51.75,90.02,39,247,37,21,54.28,136,13.14,3.04,14.7,6/38,3096,4,2
G Singh (USA),England,1992-2021,45,41,2,1150,101*,33.82,1,8,17,82.64,12073,29.7,58,893,57.83,81.8,17,15,14,35,78.88,25,48.46,8.82,33.57,2/42,964,32,3
S Davizi (CZK-R),Bangladesh,2014-2024,32,31,28,1149,115*,41.03,3,6,18,139.86,8285,67.58,38,412,73.02,93.35,4,196,15,56,59.26,82,48.86,7.59,14.63,1/13,1940,28,8
BW Sinclair (NZ),Afghanistan,2004-2022,21,40,48,1148,138,29.43,3,3,9,68.6,16055,45.43,372,1852,68.47,67.7,42,50,41,90,69.13,508,43.32,4.68,21.65,2/11,3624,41,2
JD Campbell (WI),West Indies,2002-2021,28,47,31,1147,179,27.97,1,3,7,106.72,17692,31.57,361,1632,98.82,79.85,38,209,22,84,22.01,243,47.38,9.95,16.86,6/32,484,0,2
JM Gregory (AUS),Sri Lanka,1991-2023,24,34,34,1146,119,36.96,2,7,6,122.31,1934,59.63,480,1174,72.15,91.84,21,250,25,15,84.03,399,33.5,9.41,21.39,3/44,1026,49,0
DK Lillee (AUS),England,1985-2024,133,124,10,1145,73*,12.44,0,1,1,93.44,7711,66.97,129,543,98.64,64.77,4,261,7,15,87.94,92,17.78,8.9,18.92,7/14,4222,4,1
RJ Peterson (SA),Sri Lanka,2019-2022,115,73,44,1144,84,22.00,0,4,16,90.26,16389,43.71,326,855,92.02,57.93,15,242,20,9,43.85,29,10.69,4.89,31.95,4/18,1970,39,2
JA Raval (NZ),Afghanistan,2020-2023,24,39,40,1143,132,30.07,1,7,15,75.22,16653,68.68,253,773,76.0,89.86,13,137,20,2,40.37,146,11.04,6.43,15.48,4/20,2560,34,5
MW Machan (SCOT),South Africa,1986-2023,36,35,9,1141,114,35.65,1,6,19,81.75,19963,60.91,419,257,52.35,78.93,47,263,17,36,61.95,552,45.12,3.79,50.67,6/23,159,40,3
XM Marshall (USA/WI),Sri Lanka,2016-2021,64,67,3,1139,157*,18.07,1,3,15,80.46,13922,23.63,467,616,62.26,50.2,43,241,7,35,86.69,150,22.98,5.42,11.48,5/30,265,40,2
RS Kalpage (SL),India,1998-2021,97,87,44,1138,63,19.96,0,3,13,68.0,10494,58.84,215,285,56.18,85.17,35,83,28,89,60.39,346,17.23,5.01,22.52,4/16,1691,0,1
JK Kamande (KENYA),South Africa,1983-2023,98,81,22,1138,74,16.25,0,3,10,143.09,16715,44.36,180,561,57.84,61.84,16,66,17,43,51.86,329,49.55,7.08,19.72,2/49,1671,29,0
MG Hughes (AUS),South Africa,2000-2024,86,87,38,1132,72*,15.94,0,2,12,87.57,1215,37.24,12,1923,80.54,99.59,41,171,39,15,88.21,593,37.26,4.62,28.32,6/10,1835,38,4
Gulsan Jha (NEP),Pakistan,2003-2022,72,58,8,1131,67*,26.30,0,5,7,78.79,8020,26.55,13,1369,90.81,54.45,41,154,39,43,61.64,79,47.84,5.21,16.2,3/14,119,40,7
DT Lindsay (SA),Bangladesh,1989-2023,19,31,36,1130,182,37.66,3,5,19,89.89,8002,21.5,274,1206,56.07,68.79,6,145,48,74,42.57,142,39.0,6.07,16.67,7/34,2153,30,8
MC Carew (WI),West Indies,1998-2023,19,36,37,1127,109,34.15,1,5,2,147.36,4631,26.3,384,1895,62.98,58.02,30,216,48,38,62.24,562,46.83,4.43,38.12,4/22,422,5,3
Aamer Malik (PAK),India,2009-2024,38,42,24,1121,117,29.50,2,8,2,132.04,8053,22.35,116,926,78.64,82.1,15,216,2,50,66.06,308,18.79,5.0,18.78,7/45,2577,4,7
G Gunn (ENG),Australia,2009-2024,15,29,12,1120,122*,40.00,2,7,1,123.36,10784,36.08,405,249,61.98,74.73,39,139,4,97,80.2,95,19.65,8.11,13.34,7/37,1178,43,0
DR Pringle (ENG),West Indies,2005-2023,74,80,34,1120,63,17.50,0,1,15,105.32,17638,56.4,127,493,94.32,60.69,36,27,22,33,63.44,144,38.13,7.42,39.92,3/44,1287,44,6
RR Watson (SCOT),Bangladesh,2003-2022,45,44,7,1115,123*,27.87,1,7,9,83.25,4907,38.85,439,1044,63.9,86.72,4,139,6,53,77.89,47,49.29,6.24,25.22,4/23,2531,25,4
P Khadka (NEP),Afghanistan,1991-2021,43,42,34,1114,115,29.31,2,5,18,93.01,4436,24.49,235,192,58.64,97.59,7,151,12,39,63.39,82,21.89,4.1,39.35,7/26,2769,28,0
S Abid Ali (IND),Bangladesh,2001-2023,34,56,25,1111,81,20.96,0,7,12,103.01,2464,36.06,355,1965,66.22,88.01,30,170,2,28,74.14,330,24.86,6.67,19.94,7/28,3460,15,1
DF Watts (SCOT),India,2010-2023,47,44,18,1111,101,25.83,1,9,15,71.88,1402,42.39,172,306,52.85,69.77,21,185,46,71,72.24,569,17.61,9.62,33.91,6/37,1367,38,7
AR Caddick (ENG),Afghanistan,2015-2021,116,133,19,1110,49*,10.77,0,0,6,124.84,8863,24.45,53,255,61.41,71.11,28,62,41,65,79.79,383,49.35,9.81,21.64,3/29,1938,44,5
HS Modi (KENYA),Afghanistan,2015-2021,63,56,43,1109,78*,23.59,0,5,19,77.1,5849,44.98,384,393,99.21,58.66,27,60,45,73,46.27,516,28.93,9.2,32.13,7/25,2027,35,3
AC Bannerman (AUS),Sri Lanka,2013-2021,28,50,10,1108,94,23.08,0,8,2,104.35,3963,36.84,344,445,63.55,59.85,34,115,45,90,46.43,115,18.92,4.08,57.8,6/29,2700,47,3
T Stubbs (SA),Australia,2015-2022,43,41,42,1106,112*,33.51,2,4,9,97.56,6302,43.38,164,381,74.55,71.64,25,177,3,74,88.55,517,44.61,8.09,46.92,7/37,2472,44,4
SV Samson (IND),New Zealand,2003-2024,49,43,35,1104,111,31.54,2,5,4,86.91,19520,57.78,11,1550,55.2,81.25,8,146,10,50,75.83,525,29.33,4.9,44.69,2/27,1046,7,5
AM Bacher (SA),Afghanistan,2001-2021,32,46,40,1103,96,24.51,0,6,18,97.33,13066,34.37,45,889,66.65,71.03,13,228,24,95,34.05,277,18.41,3.95,48.98,6/31,3642,40,9
CS Baugh (WI),Pakistan,2010-2021,71,74,12,1102,68,18.06,0,3,6,63.8,16277,46.62,489,1144,90.39,84.27,40,81,32,58,20.79,563,18.94,8.24,55.17,3/30,2594,25,8
CJ Barnett (ENG),Bangladesh,1990-2022,20,35,4,1098,129,35.41,2,5,14,111.91,11474,27.27,348,547,77.58,94.77,44,42,32,17,87.72,543,29.25,6.24,45.88,7/16,4715,11,1
WG Grace (ENG),South Africa,2012-2021,22,36,43,1098,170,32.29,2,5,1,119.19,12783,22.94,363,757,70.97,54.58,37,190,18,72,46.04,399,46.25,4.55,26.17,2/32,3268,49,6
ED Solkar (IND),South Africa,1985-2024,34,54,28,1095,102,22.81,1,6,14,64.2,6660,56.55,499,1275,89.48,65.16,1,254,21,23,64.72,405,10.07,9.33,49.21,7/36,4878,16,5
Alimuddin (PAK),New Zealand,1999-2024,25,45,8,1091,109,25.37,2,7,13,127.44,13083,54.61,97,1722,97.27,80.61,3,195,22,64,54.27,239,44.47,3.38,12.96,3/48,288,12,2
Naseem Khushi (OMA),Australia,1997-2023,83,64,28,1091,69,18.49,0,4,10,146.3,2612,47.74,178,1947,95.53,97.06,39,206,26,26,38.4,416,37.26,8.32,41.96,7/37,4411,33,4
H Thaker (CAN),Australia,1994-2021,55,47,18,1090,111*,27.94,2,2,4,135.49,5447,23.53,94,776,81.23,87.65,38,77,40,17,84.21,539,15.0,4.41,48.08,3/40,4990,32,9
K Doriga (PNG),South Africa,1982-2023,81,71,25,1089,89*,17.01,0,4,17,88.06,15273,59.11,105,264,86.54,97.62,32,243,24,61,75.04,325,25.37,6.54,10.43,4/41,2136,44,5
TAM Siriwardana (SL),Bangladesh,2000-2021,54,52,3,1089,68,22.68,0,5,13,81.72,16462,29.55,370,840,90.52,61.07,21,241,42,40,59.66,459,21.15,5.03,19.56,2/44,1351,37,0
Taranjeet Singh (ROM),Australia,2005-2022,32,32,13,1087,110,36.23,1,7,6,138.23,12240,32.75,46,662,69.98,75.03,34,53,15,93,65.56,434,42.83,7.34,57.25,7/46,3149,45,2
W Larkins (ENG),Pakistan,1997-2022,38,49,30,1084,124,22.58,1,3,17,106.0,3469,39.37,442,282,73.53,55.48,34,232,21,86,31.23,243,34.34,6.71,17.3,5/44,1212,14,6
RA Woolmer (ENG),Bangladesh,1986-2024,25,38,34,1080,149,30.00,3,2,6,86.15,18672,69.78,498,1312,98.5,61.7,39,273,5,26,88.85,191,11.45,4.17,53.37,7/12,4942,35,7
DG Brownlie (NZ),South Africa,2000-2022,35,45,15,1078,109,25.06,1,5,7,92.52,4724,40.29,83,1919,79.62,77.94,20,203,7,72,43.83,511,13.87,7.48,46.45,2/39,2121,0,8
NFI McCallum (SCOT),England,2017-2024,54,49,48,1078,121*,25.06,2,4,18,66.55,14275,69.88,198,1818,81.23,86.49,20,69,19,2,43.0,190,34.55,7.44,40.9,4/17,3069,28,0
AB Barath (WI),Bangladesh,1998-2023,31,44,34,1074,113,24.97,2,5,14,68.59,5036,38.71,120,237,98.43,73.54,12,77,31,83,49.58,263,22.76,8.49,13.75,6/24,640,5,0
SG Barnes (AUS),South Africa,1994-2021,13,19,24,1072,234,63.05,3,5,4,60.49,9517,66.88,403,1667,57.63,93.1,42,158,33,22,69.4,135,29.26,8.84,29.39,1/39,1447,18,0
Waqar Hasan (PAK),England,1982-2022,21,35,22,1071,189,31.50,1,6,1,133.71,9515,64.6,143,180,66.77,87.52,49,29,3,13,73.71,516,24.42,8.54,45.73,3/48,1616,45,4
JH Sinclair (SA),South Africa,2012-2022,25,47,31,1069,106,23.23,3,3,11,88.31,11647,67.09,155,193,63.48,97.79,31,119,42,36,51.57,202,32.08,3.77,13.97,3/10,3705,44,4
Abdur Razzak (BAN),Sri Lanka,1994-2022,200,139,18,1068,53*,12.71,0,1,11,102.53,1216,57.33,419,527,71.04,72.95,10,163,1,92,85.23,238,19.27,8.18,26.08,1/39,2366,9,7
L Bruce (GIBR),Afghanistan,2019-2021,42,41,41,1067,99*,28.83,0,12,1,101.12,15473,30.83,342,1978,90.48,77.12,39,48,32,36,36.71,131,14.16,4.49,50.47,7/15,3959,25,1
JKC Holt (WI),England,2000-2021,17,31,37,1066,166,36.75,2,5,7,74.15,17332,28.98,384,1056,91.03,50.39,28,67,25,24,36.89,568,44.62,9.96,11.57,5/16,172,21,2
AL Phehlukwayo (SA),Afghanistan,2000-2023,129,84,42,1066,69*,19.03,0,2,7,135.61,16815,39.23,130,1919,51.86,93.98,17,81,8,64,58.27,473,18.1,3.96,27.29,6/48,3829,1,8
WV Raman (IND),South Africa,1987-2022,38,46,2,1065,114,24.20,1,7,3,81.19,12046,26.45,272,1479,73.81,66.19,20,219,22,45,24.07,101,32.69,4.37,35.71,5/23,1429,47,0
Khurram Manzoor (PAK),Sri Lanka,2010-2022,26,40,20,1064,146,27.28,1,10,9,109.18,10217,29.95,12,51,98.45,59.49,32,282,29,98,54.82,361,48.43,8.31,48.73,6/22,1588,39,8
SJ Baard (NAM),New Zealand,1980-2021,47,47,42,1062,92,24.13,0,7,4,135.39,7082,51.74,458,383,58.41,97.45,48,265,23,50,62.5,394,28.58,9.5,25.8,5/40,2014,44,0
WM Darling (AUS),Sri Lanka,2011-2024,32,45,31,1060,91,24.65,0,7,12,78.11,12899,49.46,328,1062,63.26,68.19,9,188,31,90,83.58,188,37.81,4.97,50.85,5/18,4858,6,4
NR Kirton (CAN),Pakistan,1980-2023,43,42,25,1060,73*,31.17,0,7,19,107.87,12488,60.66,91,778,72.34,63.08,15,66,43,63,30.87,26,37.14,3.79,48.45,7/24,2719,20,6
N Davin (NAM),South Africa,1981-2022,43,43,34,1059,90,25.82,0,6,0,103.39,12919,35.29,117,591,53.8,81.88,15,214,8,21,84.35,2,27.05,7.01,56.86,5/38,3824,13,1
Al Sahariar (BAN),India,2016-2023,44,59,13,1057,71,18.22,0,6,10,81.24,2181,25.48,117,249,91.8,76.26,41,197,48,72,45.14,299,38.42,8.21,29.29,4/35,3342,21,2
S Chandramohan (SGP),England,2002-2023,47,45,37,1056,100,25.75,1,5,6,60.59,15795,37.79,340,1125,70.16,89.26,41,67,45,91,77.73,67,12.91,4.74,11.9,5/40,152,10,4
Yasir Shah (PAK),Sri Lanka,2010-2024,75,86,32,1056,113,14.66,1,0,6,147.15,3530,28.53,32,1203,65.89,74.76,1,42,43,0,87.49,12,29.48,4.77,22.73,2/18,3970,15,5
Mushtaq Ahmed (PAK),South Africa,2007-2021,196,148,20,1055,59,10.76,0,2,9,86.76,4581,37.58,409,1237,78.17,59.65,16,293,23,31,31.53,458,32.99,9.57,50.7,7/15,4574,9,0
BA Pai (GIBR),Bangladesh,1982-2024,39,37,14,1054,107*,35.13,1,6,12,92.19,19282,42.29,368,1812,63.73,95.19,4,79,45,63,71.63,453,34.87,6.14,28.36,2/40,566,41,7
RN Patel (KENYA),West Indies,1992-2022,56,54,5,1054,75,23.95,0,3,1,82.38,7887,53.3,243,347,69.77,93.39,15,111,35,63,37.04,82,12.42,3.38,19.8,4/35,1504,0,4
Sohaib Maqsood (PAK),India,1995-2023,55,50,45,1054,89*,22.91,0,5,10,142.71,9607,21.78,283,1822,90.69,72.14,40,144,5,75,73.91,573,41.4,8.35,42.2,4/44,1665,38,3
CA Ingram (SA),West Indies,2010-2021,40,38,8,1053,124,30.97,3,4,14,79.65,10514,48.19,443,809,59.26,76.82,49,286,41,7,69.86,288,10.58,8.34,26.45,1/14,4564,29,3
SR Mukkamalla (USA),England,2006-2022,34,33,18,1053,120*,35.10,2,7,19,132.03,3343,53.86,365,853,57.74,73.25,1,71,42,72,69.66,577,45.97,9.87,58.46,6/33,2333,14,0
DT Tiripano (ZIM),Afghanistan,1994-2021,77,76,25,1052,95,18.45,0,3,12,131.06,6262,42.11,185,573,60.14,56.59,38,251,22,65,87.75,431,23.11,7.3,44.26,5/18,2898,33,7
GJ Cosier (AUS),South Africa,2004-2022,27,39,36,1051,168,29.19,2,4,2,124.34,3371,47.64,440,1826,84.75,72.75,21,276,48,3,74.39,362,10.76,3.27,18.52,5/39,4528,8,0
CR Brathwaite (WI),New Zealand,1997-2023,88,69,37,1050,101,17.79,1,4,12,95.63,5606,32.14,29,1404,83.0,65.89,32,270,8,33,89.51,220,37.65,8.88,43.0,7/34,1761,20,6
Nurul Hasan (BAN),New Zealand,2015-2024,64,67,25,1050,64,21.42,0,3,18,106.51,6278,63.39,222,328,79.15,87.06,18,31,11,94,36.13,162,35.83,6.86,39.32,2/30,1388,8,8
NT Broom (NZ),Afghanistan,1981-2023,52,49,24,1048,109*,23.81,1,5,3,138.68,3646,39.8,80,971,52.33,69.39,46,99,36,66,86.87,463,21.34,9.04,57.94,5/14,2276,35,1
CK Coventry (ZIM),West Indies,1990-2022,54,51,34,1046,194*,21.79,1,3,12,145.59,13500,35.43,407,846,56.49,50.02,40,170,31,81,33.56,562,39.8,5.58,12.23,2/29,1965,29,7
YK Pathan (IND),India,2004-2024,79,59,6,1046,123*,24.32,2,3,4,141.89,10183,32.25,71,1272,79.11,51.53,19,180,45,22,42.21,161,35.12,6.43,28.48,2/50,2994,41,1
Hannan Sarkar (BAN),South Africa,1981-2022,37,53,32,1045,76,19.71,0,8,16,129.27,19891,28.13,275,1292,99.77,60.42,42,85,33,6,37.86,441,41.61,3.06,53.8,1/28,2587,15,2
Pargat Singh (CAN),South Africa,1987-2021,37,36,31,1045,102,30.73,1,8,16,72.85,1003,51.84,78,1298,50.12,89.49,24,296,41,16,51.27,299,38.7,9.76,33.84,4/24,1584,29,4
RJ Ratnayake (SL),Australia,1995-2022,93,91,42,1045,56,15.59,0,2,18,62.22,8479,29.01,270,261,97.67,50.21,39,180,16,44,52.97,331,17.34,4.15,54.26,7/19,470,27,5
DG Cork (ENG),Bangladesh,1997-2024,69,77,4,1044,59,15.81,0,3,17,135.15,4299,53.76,496,337,59.31,83.0,33,175,26,63,35.89,270,43.56,9.68,31.74,2/25,1690,37,9
DP Sibley (ENG),England,2012-2021,22,39,22,1042,133*,28.94,2,5,17,76.27,864,40.54,259,501,95.85,60.35,15,82,18,31,27.84,389,21.04,3.22,27.36,6/15,3914,2,4
IR Bishop (WI),England,1983-2021,127,107,38,1037,48,13.46,0,0,18,118.34,9368,59.05,208,1322,57.57,74.19,30,194,28,48,57.52,510,32.72,5.6,19.02,5/26,776,28,5
B Yardley (AUS),West Indies,1983-2022,40,58,27,1036,74,19.18,0,4,14,111.91,8829,41.37,229,1022,64.48,87.69,33,284,27,87,88.78,136,46.93,8.82,17.05,3/48,4483,33,9
AV Mankad (IND),Pakistan,2014-2021,23,43,1,1035,97,25.87,0,6,18,146.76,17243,61.13,13,430,56.22,96.34,22,152,9,93,70.65,263,49.3,9.73,14.52,5/20,3170,18,6
TA Boult (NZ),Sri Lanka,2003-2023,253,161,32,1033,52*,13.07,0,1,1,115.43,4942,67.3,30,577,51.53,74.53,48,99,12,8,76.45,167,36.81,7.83,50.72,7/26,4866,33,1
GRJ Roope (ENG),India,2011-2021,29,40,36,1033,77,28.69,0,7,18,76.63,9942,57.53,408,60,95.75,70.16,17,199,12,96,64.07,462,22.72,6.49,36.74,2/22,576,38,0
GB Hogg (AUS),England,1994-2021,145,79,19,1031,79,20.62,0,3,19,110.16,18616,55.17,309,575,77.89,57.57,6,260,37,23,51.46,586,38.69,7.46,52.43,3/42,4529,11,8
N Nipiko (VAN),Australia,2000-2023,39,39,7,1031,100,31.24,1,6,1,122.02,12807,23.73,157,1294,80.27,61.64,14,131,29,77,70.54,583,45.05,7.84,41.32,5/34,2463,12,6
PR Downton (ENG),Afghanistan,1987-2021,58,68,6,1027,74,18.67,0,4,9,120.29,567,25.2,326,1980,63.65,75.85,11,170,32,30,42.86,55,38.79,6.81,14.75,3/15,3532,36,4
KD Ghavri (IND),England,1987-2021,58,73,42,1027,86,19.37,0,2,3,137.73,2645,46.16,436,553,98.54,57.44,36,190,16,96,28.82,596,11.88,4.21,41.61,3/50,3598,1,8
PA Jaques (AUS),Sri Lanka,2020-2021,17,25,37,1027,150,41.08,3,7,1,79.65,10090,22.47,366,1795,80.0,59.75,26,173,49,47,43.93,273,49.36,8.43,45.1,4/32,2153,45,8
Mohammad Nawaz (3) (PAK),Australia,2013-2023,103,76,30,1027,53,18.01,0,1,18,101.87,19637,57.1,240,1983,98.47,66.18,5,148,16,37,34.57,301,31.26,6.6,49.55,7/34,1013,16,2
HAM Shah (DEN),West Indies,1995-2022,32,31,16,1026,100,34.20,1,8,1,63.28,16262,50.77,103,1588,74.28,85.65,19,273,33,3,51.2,374,42.65,9.3,39.3,5/24,1726,8,4
Sompal Kami (NEP),Pakistan,2003-2022,135,91,22,1020,63*,15.93,0,2,6,83.01,1167,66.08,125,884,78.42,54.22,3,194,13,45,88.07,116,21.96,6.11,27.61,3/12,3545,48,2
E Dusingizimana (RWN),Australia,1980-2022,58,57,17,1018,66*,18.85,0,4,0,130.84,1005,38.75,18,1142,64.11,85.29,42,154,34,7,22.68,332,33.05,8.96,27.82,6/48,2587,31,4
AF Rae (WI),Australia,2007-2024,15,24,0,1016,109,46.18,4,4,7,120.09,18981,58.05,102,766,61.86,92.47,29,97,19,86,73.41,169,38.6,4.93,14.84,1/24,3187,49,6
S Dhaniram (CAN),Afghanistan,1998-2021,55,50,3,1015,92,22.06,0,6,0,135.92,9288,58.21,308,1026,93.42,72.5,47,245,34,76,41.0,200,16.1,5.26,21.76,4/16,4795,9,8
Sarfaraz Ali (BHR),New Zealand,1999-2021,47,47,11,1015,69*,23.06,0,6,8,85.1,12833,20.21,56,1535,74.73,88.88,6,172,48,69,44.07,482,41.78,8.26,21.02,5/16,985,44,2
A Turner (AUS),Australia,1996-2022,20,33,18,1015,136,31.71,2,3,11,94.07,17204,44.97,308,1219,91.58,50.06,1,194,5,41,55.31,533,19.35,4.21,54.1,5/40,1660,38,6
