player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls,strike_rate
AR Caddick (ENG),Afghanistan,2015-2021,116,133,19,1110,49*,10.77,0,0,6,124.84,8863,24.45,53,255,61.41,71.11,28,62,41,65,79.79,383,49.35,9.81,21.64,3/29,1938,44,5,956.8965517241379
HS Modi (KENYA),Afghanistan,2015-2021,63,56,43,1109,78*,23.59,0,5,19,77.1,5849,44.98,384,393,99.21,58.66,27,60,45,73,46.27,516,28.93,9.2,32.13,7/25,2027,35,3,1760.3174603174605
AC Bannerman (AUS),Sri Lanka,2013-2021,28,50,10,1108,94,23.08,0,8,2,104.35,3963,36.84,344,445,63.55,59.85,34,115,45,90,46.43,115,18.92,4.08,57.8,6/29,2700,47,3,3957.142857142857
T Stubbs (SA),Australia,2015-2022,43,41,42,1106,112*,33.51,2,4,9,97.56,6302,43.38,164,381,74.55,71.64,25,177,3,74,88.55,517,44.61,8.09,46.92,7/37,2472,44,4,2572.093023255814
SV Samson (IND),New Zealand,2003-2024,49,43,35,1104,111,31.54,2,5,4,86.91,19520,57.78,11,1550,55.2,81.25,8,146,10,50,75.83,525,29.33,4.9,44.69,2/27,1046,7,5,2253.061224489796
AM Bacher (SA),Afghanistan,2001-2021,32,46,40,1103,96,24.51,0,6,18,97.33,13066,34.37,45,889,66.65,71.03,13,228,24,95,34.05,277,18.41,3.95,48.98,6/31,3642,40,9,3446.875
CS Baugh (WI),Pakistan,2010-2021,71,74,12,1102,68,18.06,0,3,6,63.8,16277,46.62,489,1144,90.39,84.27,40,81,32,58,20.79,563,18.94,8.24,55.17,3/30,2594,25,8,1552.112676056338
CJ Barnett (ENG),Bangladesh,1990-2022,20,35,4,1098,129,35.41,2,5,14,111.91,11474,27.27,348,547,77.58,94.77,44,42,32,17,87.72,543,29.25,6.24,45.88,7/16,4715,11,1,5490.0
WG Grace (ENG),South Africa,2012-2021,22,36,43,1098,170,32.29,2,5,1,119.19,12783,22.94,363,757,70.97,54.58,37,190,18,72,46.04,399,46.25,4.55,26.17,2/32,3268,49,6,4990.909090909091
ED Solkar (IND),South Africa,1985-2024,34,54,28,1095,102,22.81,1,6,14,64.2,6660,56.55,499,1275,89.48,65.16,1,254,21,23,64.72,405,10.07,9.33,49.21,7/36,4878,16,5,3220.5882352941176
Alimuddin (PAK),New Zealand,1999-2024,25,45,8,1091,109,25.37,2,7,13,127.44,13083,54.61,97,1722,97.27,80.61,3,195,22,64,54.27,239,44.47,3.38,12.96,3/48,288,12,2,4364.0
Naseem Khushi (OMA),Australia,1997-2023,83,64,28,1091,69,18.49,0,4,10,146.3,2612,47.74,178,1947,95.53,97.06,39,206,26,26,38.4,416,37.26,8.32,41.96,7/37,4411,33,4,1314.4578313253012
H Thaker (CAN),Australia,1994-2021,55,47,18,1090,111*,27.94,2,2,4,135.49,5447,23.53,94,776,81.23,87.65,38,77,40,17,84.21,539,15.0,4.41,48.08,3/40,4990,32,9,1981.8181818181818
K Doriga (PNG),South Africa,1982-2023,81,71,25,1089,89*,17.01,0,4,17,88.06,15273,59.11,105,264,86.54,97.62,32,243,24,61,75.04,325,25.37,6.54,10.43,4/41,2136,44,5,1344.4444444444446
TAM Siriwardana (SL),Bangladesh,2000-2021,54,52,3,1089,68,22.68,0,5,13,81.72,16462,29.55,370,840,90.52,61.07,21,241,42,40,59.66,459,21.15,5.03,19.56,2/44,1351,37,0,2016.6666666666667
Taranjeet Singh (ROM),Australia,2005-2022,32,32,13,1087,110,36.23,1,7,6,138.23,12240,32.75,46,662,69.98,75.03,34,53,15,93,65.56,434,42.83,7.34,57.25,7/46,3149,45,2,3396.875
W Larkins (ENG),Pakistan,1997-2022,38,49,30,1084,124,22.58,1,3,17,106.0,3469,39.37,442,282,73.53,55.48,34,232,21,86,31.23,243,34.34,6.71,17.3,5/44,1212,14,6,2852.6315789473683
RA Woolmer (ENG),Bangladesh,1986-2024,25,38,34,1080,149,30.00,3,2,6,86.15,18672,69.78,498,1312,98.5,61.7,39,273,5,26,88.85,191,11.45,4.17,53.37,7/12,4942,35,7,4320.0
DG Brownlie (NZ),South Africa,2000-2022,35,45,15,1078,109,25.06,1,5,7,92.52,4724,40.29,83,1919,79.62,77.94,20,203,7,72,43.83,511,13.87,7.48,46.45,2/39,2121,0,8,3080.0
NFI McCallum (SCOT),England,2017-2024,54,49,48,1078,121*,25.06,2,4,18,66.55,14275,69.88,198,1818,81.23,86.49,20,69,19,2,43.0,190,34.55,7.44,40.9,4/17,3069,28,0,1996.296296296296
AB Barath (WI),Bangladesh,1998-2023,31,44,34,1074,113,24.97,2,5,14,68.59,5036,38.71,120,237,98.43,73.54,12,77,31,83,49.58,263,22.76,8.49,13.75,6/24,640,5,0,3464.5161290322585
SG Barnes (AUS),South Africa,1994-2021,13,19,24,1072,234,63.05,3,5,4,60.49,9517,66.88,403,1667,57.63,93.1,42,158,33,22,69.4,135,29.26,8.84,29.39,1/39,1447,18,0,8246.153846153848
Waqar Hasan (PAK),England,1982-2022,21,35,22,1071,189,31.50,1,6,1,133.71,9515,64.6,143,180,66.77,87.52,49,29,3,13,73.71,516,24.42,8.54,45.73,3/48,1616,45,4,5100.0
JH Sinclair (SA),South Africa,2012-2022,25,47,31,1069,106,23.23,3,3,11,88.31,11647,67.09,155,193,63.48,97.79,31,119,42,36,51.57,202,32.08,3.77,13.97,3/10,3705,44,4,4276.0
Abdur Razzak (BAN),Sri Lanka,1994-2022,200,139,18,1068,53*,12.71,0,1,11,102.53,1216,57.33,419,527,71.04,72.95,10,163,1,92,85.23,238,19.27,8.18,26.08,1/39,2366,9,7,534.0
L Bruce (GIBR),Afghanistan,2019-2021,42,41,41,1067,99*,28.83,0,12,1,101.12,15473,30.83,342,1978,90.48,77.12,39,48,32,36,36.71,131,14.16,4.49,50.47,7/15,3959,25,1,2540.4761904761904
JKC Holt (WI),England,2000-2021,17,31,37,1066,166,36.75,2,5,7,74.15,17332,28.98,384,1056,91.03,50.39,28,67,25,24,36.89,568,44.62,9.96,11.57,5/16,172,21,2,6270.588235294117
AL Phehlukwayo (SA),Afghanistan,2000-2023,129,84,42,1066,69*,19.03,0,2,7,135.61,16815,39.23,130,1919,51.86,93.98,17,81,8,64,58.27,473,18.1,3.96,27.29,6/48,3829,1,8,826.3565891472869
WV Raman (IND),South Africa,1987-2022,38,46,2,1065,114,24.20,1,7,3,81.19,12046,26.45,272,1479,73.81,66.19,20,219,22,45,24.07,101,32.69,4.37,35.71,5/23,1429,47,0,2802.6315789473683
Khurram Manzoor (PAK),Sri Lanka,2010-2022,26,40,20,1064,146,27.28,1,10,9,109.18,10217,29.95,12,51,98.45,59.49,32,282,29,98,54.82,361,48.43,8.31,48.73,6/22,1588,39,8,4092.307692307692
SJ Baard (NAM),New Zealand,1980-2021,47,47,42,1062,92,24.13,0,7,4,135.39,7082,51.74,458,383,58.41,97.45,48,265,23,50,62.5,394,28.58,9.5,25.8,5/40,2014,44,0,2259.574468085106
WM Darling (AUS),Sri Lanka,2011-2024,32,45,31,1060,91,24.65,0,7,12,78.11,12899,49.46,328,1062,63.26,68.19,9,188,31,90,83.58,188,37.81,4.97,50.85,5/18,4858,6,4,3312.5
NR Kirton (CAN),Pakistan,1980-2023,43,42,25,1060,73*,31.17,0,7,19,107.87,12488,60.66,91,778,72.34,63.08,15,66,43,63,30.87,26,37.14,3.79,48.45,7/24,2719,20,6,2465.1162790697676
N Davin (NAM),South Africa,1981-2022,43,43,34,1059,90,25.82,0,6,0,103.39,12919,35.29,117,591,53.8,81.88,15,214,8,21,84.35,2,27.05,7.01,56.86,5/38,3824,13,1,2462.7906976744184
Al Sahariar (BAN),India,2016-2023,44,59,13,1057,71,18.22,0,6,10,81.24,2181,25.48,117,249,91.8,76.26,41,197,48,72,45.14,299,38.42,8.21,29.29,4/35,3342,21,2,2402.2727272727275
S Chandramohan (SGP),England,2002-2023,47,45,37,1056,100,25.75,1,5,6,60.59,15795,37.79,340,1125,70.16,89.26,41,67,45,91,77.73,67,12.91,4.74,11.9,5/40,152,10,4,2246.808510638298
Yasir Shah (PAK),Sri Lanka,2010-2024,75,86,32,1056,113,14.66,1,0,6,147.15,3530,28.53,32,1203,65.89,74.76,1,42,43,0,87.49,12,29.48,4.77,22.73,2/18,3970,15,5,1408.0
Mushtaq Ahmed (PAK),South Africa,2007-2021,196,148,20,1055,59,10.76,0,2,9,86.76,4581,37.58,409,1237,78.17,59.65,16,293,23,31,31.53,458,32.99,9.57,50.7,7/15,4574,9,0,538.265306122449
BA Pai (GIBR),Bangladesh,1982-2024,39,37,14,1054,107*,35.13,1,6,12,92.19,19282,42.29,368,1812,63.73,95.19,4,79,45,63,71.63,453,34.87,6.14,28.36,2/40,566,41,7,2702.5641025641025
RN Patel (KENYA),West Indies,1992-2022,56,54,5,1054,75,23.95,0,3,1,82.38,7887,53.3,243,347,69.77,93.39,15,111,35,63,37.04,82,12.42,3.38,19.8,4/35,1504,0,4,1882.1428571428573
Sohaib Maqsood (PAK),India,1995-2023,55,50,45,1054,89*,22.91,0,5,10,142.71,9607,21.78,283,1822,90.69,72.14,40,144,5,75,73.91,573,41.4,8.35,42.2,4/44,1665,38,3,1916.3636363636365
CA Ingram (SA),West Indies,2010-2021,40,38,8,1053,124,30.97,3,4,14,79.65,10514,48.19,443,809,59.26,76.82,49,286,41,7,69.86,288,10.58,8.34,26.45,1/14,4564,29,3,2632.5
SR Mukkamalla (USA),England,2006-2022,34,33,18,1053,120*,35.10,2,7,19,132.03,3343,53.86,365,853,57.74,73.25,1,71,42,72,69.66,577,45.97,9.87,58.46,6/33,2333,14,0,3097.0588235294117
DT Tiripano (ZIM),Afghanistan,1994-2021,77,76,25,1052,95,18.45,0,3,12,131.06,6262,42.11,185,573,60.14,56.59,38,251,22,65,87.75,431,23.11,7.3,44.26,5/18,2898,33,7,1366.2337662337663
GJ Cosier (AUS),South Africa,2004-2022,27,39,36,1051,168,29.19,2,4,2,124.34,3371,47.64,440,1826,84.75,72.75,21,276,48,3,74.39,362,10.76,3.27,18.52,5/39,4528,8,0,3892.592592592592
CR Brathwaite (WI),New Zealand,1997-2023,88,69,37,1050,101,17.79,1,4,12,95.63,5606,32.14,29,1404,83.0,65.89,32,270,8,33,89.51,220,37.65,8.88,43.0,7/34,1761,20,6,1193.1818181818182
Nurul Hasan (BAN),New Zealand,2015-2024,64,67,25,1050,64,21.42,0,3,18,106.51,6278,63.39,222,328,79.15,87.06,18,31,11,94,36.13,162,35.83,6.86,39.32,2/30,1388,8,8,1640.625
NT Broom (NZ),Afghanistan,1981-2023,52,49,24,1048,109*,23.81,1,5,3,138.68,3646,39.8,80,971,52.33,69.39,46,99,36,66,86.87,463,21.34,9.04,57.94,5/14,2276,35,1,2015.3846153846152
CK Coventry (ZIM),West Indies,1990-2022,54,51,34,1046,194*,21.79,1,3,12,145.59,13500,35.43,407,846,56.49,50.02,40,170,31,81,33.56,562,39.8,5.58,12.23,2/29,1965,29,7,1937.037037037037
YK Pathan (IND),India,2004-2024,79,59,6,1046,123*,24.32,2,3,4,141.89,10183,32.25,71,1272,79.11,51.53,19,180,45,22,42.21,161,35.12,6.43,28.48,2/50,2994,41,1,1324.0506329113923
Hannan Sarkar (BAN),South Africa,1981-2022,37,53,32,1045,76,19.71,0,8,16,129.27,19891,28.13,275,1292,99.77,60.42,42,85,33,6,37.86,441,41.61,3.06,53.8,1/28,2587,15,2,2824.324324324324
Pargat Singh (CAN),South Africa,1987-2021,37,36,31,1045,102,30.73,1,8,16,72.85,1003,51.84,78,1298,50.12,89.49,24,296,41,16,51.27,299,38.7,9.76,33.84,4/24,1584,29,4,2824.324324324324
RJ Ratnayake (SL),Australia,1995-2022,93,91,42,1045,56,15.59,0,2,18,62.22,8479,29.01,270,261,97.67,50.21,39,180,16,44,52.97,331,17.34,4.15,54.26,7/19,470,27,5,1123.6559139784947
DG Cork (ENG),Bangladesh,1997-2024,69,77,4,1044,59,15.81,0,3,17,135.15,4299,53.76,496,337,59.31,83.0,33,175,26,63,35.89,270,43.56,9.68,31.74,2/25,1690,37,9,1513.0434782608695
DP Sibley (ENG),England,2012-2021,22,39,22,1042,133*,28.94,2,5,17,76.27,864,40.54,259,501,95.85,60.35,15,82,18,31,27.84,389,21.04,3.22,27.36,6/15,3914,2,4,4736.363636363637
IR Bishop (WI),England,1983-2021,127,107,38,1037,48,13.46,0,0,18,118.34,9368,59.05,208,1322,57.57,74.19,30,194,28,48,57.52,510,32.72,5.6,19.02,5/26,776,28,5,816.5354330708661
B Yardley (AUS),West Indies,1983-2022,40,58,27,1036,74,19.18,0,4,14,111.91,8829,41.37,229,1022,64.48,87.69,33,284,27,87,88.78,136,46.93,8.82,17.05,3/48,4483,33,9,2590.0
AV Mankad (IND),Pakistan,2014-2021,23,43,1,1035,97,25.87,0,6,18,146.76,17243,61.13,13,430,56.22,96.34,22,152,9,93,70.65,263,49.3,9.73,14.52,5/20,3170,18,6,4500.0
TA Boult (NZ),Sri Lanka,2003-2023,253,161,32,1033,52*,13.07,0,1,1,115.43,4942,67.3,30,577,51.53,74.53,48,99,12,8,76.45,167,36.81,7.83,50.72,7/26,4866,33,1,408.300395256917
GRJ Roope (ENG),India,2011-2021,29,40,36,1033,77,28.69,0,7,18,76.63,9942,57.53,408,60,95.75,70.16,17,199,12,96,64.07,462,22.72,6.49,36.74,2/22,576,38,0,3562.0689655172414
GB Hogg (AUS),England,1994-2021,145,79,19,1031,79,20.62,0,3,19,110.16,18616,55.17,309,575,77.89,57.57,6,260,37,23,51.46,586,38.69,7.46,52.43,3/42,4529,11,8,711.0344827586207
N Nipiko (VAN),Australia,2000-2023,39,39,7,1031,100,31.24,1,6,1,122.02,12807,23.73,157,1294,80.27,61.64,14,131,29,77,70.54,583,45.05,7.84,41.32,5/34,2463,12,6,2643.5897435897436
PR Downton (ENG),Afghanistan,1987-2021,58,68,6,1027,74,18.67,0,4,9,120.29,567,25.2,326,1980,63.65,75.85,11,170,32,30,42.86,55,38.79,6.81,14.75,3/15,3532,36,4,1770.689655172414
KD Ghavri (IND),England,1987-2021,58,73,42,1027,86,19.37,0,2,3,137.73,2645,46.16,436,553,98.54,57.44,36,190,16,96,28.82,596,11.88,4.21,41.61,3/50,3598,1,8,1770.689655172414
PA Jaques (AUS),Sri Lanka,2020-2021,17,25,37,1027,150,41.08,3,7,1,79.65,10090,22.47,366,1795,80.0,59.75,26,173,49,47,43.93,273,49.36,8.43,45.1,4/32,2153,45,8,6041.176470588235
Mohammad Nawaz (3) (PAK),Australia,2013-2023,103,76,30,1027,53,18.01,0,1,18,101.87,19637,57.1,240,1983,98.47,66.18,5,148,16,37,34.57,301,31.26,6.6,49.55,7/34,1013,16,2,997.0873786407767
HAM Shah (DEN),West Indies,1995-2022,32,31,16,1026,100,34.20,1,8,1,63.28,16262,50.77,103,1588,74.28,85.65,19,273,33,3,51.2,374,42.65,9.3,39.3,5/24,1726,8,4,3206.25
Sompal Kami (NEP),Pakistan,2003-2022,135,91,22,1020,63*,15.93,0,2,6,83.01,1167,66.08,125,884,78.42,54.22,3,194,13,45,88.07,116,21.96,6.11,27.61,3/12,3545,48,2,755.5555555555555
E Dusingizimana (RWN),Australia,1980-2022,58,57,17,1018,66*,18.85,0,4,0,130.84,1005,38.75,18,1142,64.11,85.29,42,154,34,7,22.68,332,33.05,8.96,27.82,6/48,2587,31,4,1755.1724137931035
AF Rae (WI),Australia,2007-2024,15,24,0,1016,109,46.18,4,4,7,120.09,18981,58.05,102,766,61.86,92.47,29,97,19,86,73.41,169,38.6,4.93,14.84,1/24,3187,49,6,6773.333333333333
S Dhaniram (CAN),Afghanistan,1998-2021,55,50,3,1015,92,22.06,0,6,0,135.92,9288,58.21,308,1026,93.42,72.5,47,245,34,76,41.0,200,16.1,5.26,21.76,4/16,4795,9,8,1845.4545454545453
Sarfaraz Ali (BHR),New Zealand,1999-2021,47,47,11,1015,69*,23.06,0,6,8,85.1,12833,20.21,56,1535,74.73,88.88,6,172,48,69,44.07,482,41.78,8.26,21.02,5/16,985,44,2,2159.574468085106
A Turner (AUS),Australia,1996-2022,20,33,18,1015,136,31.71,2,3,11,94.07,17204,44.97,308,1219,91.58,50.06,1,194,5,41,55.31,533,19.35,4.21,54.1,5/40,1660,38,6,5075.0
Karim Sadiq (AFG),Australia,1995-2023,60,58,44,1013,114*,18.08,2,1,4,127.67,8192,52.52,126,321,91.78,83.78,11,188,0,65,27.12,259,40.63,4.65,27.32,5/43,4052,37,8,1688.3333333333333
Faisal Khan (KSA),Pakistan,1985-2022,38,38,7,1012,83*,30.66,0,6,11,63.58,15841,35.11,73,240,59.22,73.78,9,101,18,93,57.53,526,42.91,5.07,15.58,7/26,2722,9,7,2663.157894736842
SJ Snooke (SA),Afghanistan,1988-2021,26,46,23,1008,103,22.40,1,5,11,141.45,13761,26.63,495,105,56.7,84.86,15,57,43,0,24.63,452,21.91,9.0,11.55,5/24,3285,45,6,3876.9230769230767
F Damiao Couana (MOZ),New Zealand,1989-2021,38,37,44,1005,104,31.40,1,5,6,106.76,8245,69.37,157,445,79.03,79.03,27,287,41,69,67.95,211,32.83,4.9,14.78,1/16,996,36,5,2644.736842105263
EJM Cowan (AUS),Bangladesh,2010-2023,18,32,47,1001,136,31.28,1,6,0,124.64,12703,27.4,310,1230,75.68,59.92,17,293,9,33,37.88,353,31.27,8.73,56.94,7/21,2054,40,5,5561.111111111111
IWG Johnson (AUS),West Indies,1999-2023,45,66,1,1000,77,18.51,0,6,11,108.47,1315,67.1,335,1893,57.76,75.36,14,206,2,40,62.5,295,39.62,3.29,53.63,5/28,2034,33,1,2222.222222222222
AP Rajeevan (TAN),West Indies,2018-2021,50,45,49,998,70,26.97,0,6,14,92.18,14407,46.37,488,225,91.45,85.1,2,290,40,83,74.55,193,15.6,3.45,19.27,2/44,2495,46,8,1996.0
PM Toohey (AUS),West Indies,1981-2022,20,33,48,998,122,33.26,1,8,10,104.31,6656,55.8,349,1097,70.54,91.93,8,27,44,23,53.74,241,41.86,4.13,26.49,1/26,557,2,9,4990.0
JM Taylor (AUS),England,2007-2022,20,28,22,997,108,35.60,1,8,1,97.42,16554,52.86,72,1723,79.38,70.27,7,233,47,18,56.77,236,35.35,6.28,21.35,3/29,1741,2,8,4985.0
AE Stoddart (ENG),England,2018-2024,16,30,2,996,173,35.57,2,3,14,125.51,3986,50.36,310,1046,92.99,99.66,1,251,17,63,80.54,281,17.94,6.51,34.37,4/19,4362,39,2,6225.0
KS Duleepsinhji (ENG),Pakistan,1998-2023,12,19,8,995,173,58.52,3,5,1,74.75,9518,62.91,149,1161,62.48,96.28,31,178,46,32,21.48,356,19.97,7.33,42.53,5/12,4861,36,9,8291.666666666668
TJ Friend (ZIM),Bangladesh,2011-2023,64,58,13,995,91,20.30,0,6,17,99.19,2159,57.68,418,82,63.6,50.62,11,234,36,10,68.49,484,11.99,4.67,15.23,3/20,4402,13,4,1554.6875
LM Jongwe (ZIM),New Zealand,1985-2023,109,86,13,995,46,15.07,0,0,6,90.88,19518,49.33,256,1711,80.11,51.91,30,50,34,89,85.46,445,20.66,6.53,14.34,2/14,4704,34,4,912.8440366972477
WK Lees (NZ),Afghanistan,2004-2023,52,61,12,993,152,19.09,1,1,3,80.0,7572,64.68,314,1265,74.68,72.2,32,108,15,92,41.44,253,32.84,7.91,28.46,7/31,1963,27,6,1909.6153846153848
SJ Modani (USA),Sri Lanka,2003-2022,39,38,3,993,111,26.83,1,7,1,78.69,12432,27.78,329,652,82.23,77.15,36,85,14,42,45.75,316,17.48,6.96,44.17,4/46,1575,36,1,2546.153846153846
AME Roberts (WI),India,2003-2023,103,94,7,993,68,13.41,0,3,18,103.67,5633,26.05,252,67,71.98,78.6,12,274,33,56,79.26,323,40.25,6.15,10.21,5/42,1291,10,3,964.0776699029127
DT Johnston (IRE),South Africa,1996-2024,97,72,33,992,62,19.84,0,1,13,131.05,11702,31.94,218,135,93.56,84.88,26,216,5,36,78.7,393,37.89,3.92,53.43,5/19,3484,11,9,1022.6804123711339
PH Edmonds (ENG),India,1995-2023,80,83,34,991,64,16.24,0,2,1,70.32,16474,68.09,275,1312,53.86,59.11,10,149,48,76,32.84,380,20.23,4.33,20.69,5/24,2499,27,8,1238.75
K Motlhanka (BOT),Afghanistan,2011-2021,39,38,41,990,84,29.11,0,7,16,118.84,5354,29.87,498,1024,71.88,59.27,1,147,33,30,67.4,67,32.81,8.73,54.54,6/37,4031,3,0,2538.461538461538
Razmal Shigiwal (Aut),Australia,2010-2024,39,35,7,990,95*,33.00,0,6,7,107.6,6307,20.3,78,929,90.12,55.12,41,70,16,46,85.27,452,10.91,9.92,45.11,1/37,1063,43,9,2538.461538461538
GE Tyldesley (ENG),South Africa,2008-2024,14,20,15,990,122,55.00,3,6,5,82.38,16157,38.63,13,887,70.32,99.58,4,75,48,56,42.86,401,40.38,7.11,56.11,7/37,3547,42,8,7071.428571428571
DL Underwood (ENG),Pakistan,1980-2022,112,129,18,990,45*,11.00,0,0,1,102.43,2612,32.23,291,1560,66.11,89.46,18,95,20,83,32.6,103,41.37,9.7,11.5,1/22,4957,20,3,883.9285714285713
KS Ranjitsinhji (ENG),West Indies,1990-2021,15,26,19,989,175,44.95,2,6,8,127.64,2644,44.87,310,1363,78.35,81.89,5,251,28,64,75.41,97,22.95,5.44,49.35,2/38,625,41,3,6593.333333333334
LC Braund (ENG),Australia,2006-2022,23,41,22,987,104,25.97,3,2,6,86.71,6928,62.01,344,1585,56.93,75.13,23,272,31,9,28.42,471,41.86,4.11,40.05,3/31,1527,36,0,4291.304347826087
R Subba Row (ENG),South Africa,1998-2021,13,22,32,984,137,46.85,3,4,5,146.76,5194,32.56,89,1480,59.62,77.31,9,275,15,56,63.89,400,22.15,7.38,11.43,2/19,859,22,1,7569.2307692307695
JW Zulch (SA),South Africa,2008-2021,16,32,23,983,150,32.76,2,4,1,135.75,7652,39.66,111,1043,77.62,98.38,40,204,12,19,26.84,159,31.61,9.36,28.78,1/23,1219,2,2,6143.75
HL Carlyon (JER),Pakistan,1980-2024,44,43,20,982,110,23.38,1,4,11,95.8,4522,58.51,194,1000,56.38,68.72,0,122,8,84,35.95,397,37.36,7.8,48.11,4/18,3216,7,6,2231.8181818181815
BK Kunderan (IND),India,1989-2021,18,34,17,981,192,32.70,2,3,13,89.8,6468,61.78,321,628,69.07,57.67,29,62,30,46,34.05,308,12.18,5.28,39.94,3/48,248,11,5,5450.0
FS Trueman (ENG),Pakistan,2004-2022,67,85,42,981,39*,13.81,0,0,16,60.66,18294,47.48,286,1367,63.84,52.59,20,252,25,81,37.81,534,32.74,6.39,40.18,3/13,3443,14,2,1464.179104477612
PA Wallace (WI),West Indies,2012-2024,40,46,13,980,103,21.30,1,4,11,149.5,4123,67.08,484,983,61.64,97.91,31,107,8,49,79.08,237,17.82,3.11,22.11,1/15,302,27,5,2450.0
RIC Holder (WI),Pakistan,2019-2022,48,48,29,979,91,24.47,0,4,2,132.88,18908,27.17,374,322,62.75,64.39,24,155,31,1,85.66,410,16.49,7.8,39.31,1/39,267,10,9,2039.5833333333333
SL Malinga (SL),Sri Lanka,1992-2021,340,189,46,978,64,7.64,0,2,5,111.46,8820,43.65,260,670,85.09,95.85,19,288,25,29,65.39,44,31.87,5.05,14.77,2/14,2795,34,0,287.6470588235294
IJ Siedle (SA),West Indies,1983-2024,18,34,19,977,141,28.73,1,5,9,80.45,10329,36.48,492,1543,51.22,54.99,4,24,43,80,59.59,32,28.78,5.86,41.36,5/25,1454,23,3,5427.777777777778
MA Wood (ENG),New Zealand,2000-2021,137,91,18,975,52,15.72,0,1,15,70.38,3400,35.7,386,406,84.61,64.28,25,250,7,27,54.06,343,28.59,5.02,12.51,6/13,4673,39,3,711.6788321167883
AR Cusack (IRE),Bangladesh,2000-2023,96,68,30,974,71,20.29,0,3,15,126.71,3306,27.47,359,1166,88.36,56.35,47,58,33,29,40.07,74,13.19,6.84,43.08,3/22,2081,37,0,1014.5833333333334
Mohammed Shami (IND),New Zealand,1988-2024,188,140,10,970,56*,10.65,0,2,14,105.72,17752,43.77,499,1376,72.69,70.33,38,222,27,11,60.08,404,15.87,7.4,54.42,3/13,543,44,5,515.9574468085107
D Ndikubwimana (RWN),Australia,2015-2023,73,67,47,967,69,15.85,0,4,10,133.7,10733,61.37,346,950,50.89,99.72,13,63,2,30,66.09,502,38.4,6.12,34.85,5/17,698,43,7,1324.6575342465753
JWHT Douglas (ENG),West Indies,2009-2021,23,35,38,962,119,29.15,1,6,5,63.5,4377,59.28,158,471,89.94,95.74,7,100,11,78,24.42,23,11.28,8.99,21.01,4/45,3055,31,1,4182.608695652174
MAR Samarasekera (SL),Pakistan,1984-2023,43,46,25,962,76,21.86,0,5,4,131.31,522,44.47,297,1071,58.95,52.1,27,276,30,18,52.18,410,31.47,5.18,33.84,2/13,4363,33,5,2237.2093023255816
FCM Alexander (WI),England,2019-2024,25,38,46,961,108,30.03,1,7,7,118.07,4449,39.15,402,689,82.61,77.69,24,239,40,21,20.55,228,34.08,4.83,54.05,5/29,1118,19,5,3844.0
HK Badani (IND),Australia,2013-2023,44,43,30,961,100,30.03,1,4,12,74.17,19524,57.18,105,1033,74.85,74.09,25,271,34,71,78.85,495,23.99,3.84,58.46,3/50,4905,3,1,2184.090909090909
Asif Ali (PAK),Afghanistan,2008-2022,79,67,28,959,52,18.09,0,3,19,132.1,8865,23.59,420,100,89.8,63.5,21,268,38,81,60.59,232,48.23,9.78,56.48,1/31,1471,6,0,1213.9240506329115
SM Ervine (ZIM),New Zealand,2012-2023,47,42,42,959,100,27.40,1,5,11,147.89,5107,35.52,294,378,60.42,98.88,31,121,43,91,35.85,198,15.11,3.35,23.21,7/41,628,22,3,2040.4255319148938
NA Greenwood (JER),England,2007-2022,36,36,22,959,86*,29.06,0,5,4,117.46,1541,67.47,149,1684,98.18,89.0,25,191,42,44,38.37,39,40.83,9.92,33.32,4/20,397,12,3,2663.888888888889
Shoaib Akhtar (Asia/ICC/PAK),England,1986-2024,224,157,23,959,47,9.49,0,0,10,62.3,1401,64.57,362,522,78.86,65.64,48,195,42,86,84.15,360,41.49,7.22,53.07,2/33,972,25,7,428.125
Abdul Waheed (KSA),South Africa,2002-2021,37,34,29,956,99,32.96,0,5,18,79.47,16196,35.22,264,1024,69.53,81.0,3,150,48,48,60.43,117,29.12,6.14,32.4,7/12,457,15,1,2583.7837837837837
PS McDonnell (AUS),Afghanistan,1986-2023,19,34,40,955,147,28.93,3,2,11,67.96,6862,58.85,349,371,96.55,57.98,6,242,27,68,84.69,354,48.3,3.74,42.32,5/46,1686,2,0,5026.315789473684
D Wiese (NAM/SA),Pakistan,1987-2022,69,55,37,954,67,24.46,0,4,5,140.68,14478,52.24,93,807,56.3,93.9,28,57,9,11,31.07,229,27.0,5.63,59.4,6/11,2749,41,8,1382.6086956521738
BD Julien (WI),Afghanistan,2010-2022,36,42,13,952,121,28.00,2,3,1,141.55,6793,50.66,138,1555,66.48,69.36,15,99,25,9,37.07,102,28.68,6.67,37.17,3/50,3920,24,7,2644.4444444444443
CA Roach (WI),Bangladesh,1992-2021,16,32,25,952,209,30.70,2,6,2,121.95,12647,54.57,310,349,71.48,79.18,38,138,4,35,81.32,240,33.28,6.15,42.24,4/10,2159,4,4,5950.0
